,RMSE,ND
0,0.4678755218139963,0.22009851
1,0.5495176258530147,0.1144751459360122
2,0.5495176258530147,0.1144751533865928
3,0.2444664421539618,0.0901785120368003
4,0.4192467641967662,0.147394523024559
5,0.4192479186863024,0.1473963111639022
6,0.4192471822019655,0.1473952084779739
7,0.2444614241053438,0.0901778042316436
8,0.5495190837315931,0.1144757643342018
9,0.4192511233733541,0.1473975032567978
